20000,40000,60000,80000,100000,120000,140000,160000,180000,200000,220000,240000,260000,280000,300000,320000,340000,360000,380000,400000
27.42751884,26.31513023,19.04902649,24.79858017,23.80805779,22.30539322,24.69583893,23.6493721,24.42596436,24.0687294,23.34530258,24.30574417,25.89749718,24.20666504,24.87741089,25.53595734,26.30319977,25.08906174,27.58557129,28.02975655
25.87001228,28.52860069,22.11359406,28.22202682,26.78112221,27.62158966,28.60440826,28.21567917,28.24230576,29.54000092,28.46003342,29.90694427,31.65066147,29.99174118,30.15304565,31.83959198,32.55636597,31.1830864,34.27021027,33.80821609
26.18800163,28.52694511,17.70708084,24.21533966,19.49010086,19.60177803,19.38467026,20.03668213,19.16461945,19.36262512,19.50498009,19.0807476,22.01794052,19.28025627,19.59315109,21.0057106,22.79693985,20.85051346,23.79680061,23.92680931
25.22770309,32.15817261,23.43790054,28.42514038,23.41753197,23.41447449,24.60725021,25.45797539,26.13937759,25.78725433,25.34296417,27.46990013,29.08906555,26.83971405,28.21562004,28.34701157,30.45999146,28.527668,29.67047119,29.82645416
21.8960228,19.53238487,18.48387146,19.30381966,19.23127747,19.20096588,19.15219498,20.58545303,19.48934746,19.99818039,20.36095047,20.06236649,22.61026764,20.45653343,20.19197655,19.80605888,22.21718597,20.20942307,19.89173508,19.99552155
19.51369095,19.47916794,19.4449234,20.12134743,20.91918945,20.1856842,20.99893188,21.10000992,20.40585136,21.35009575,20.7757988,21.44836807,22.19940948,21.58493423,21.46810913,21.69284821,22.16040039,21.5519371,21.20254135,21.79109573
23.32219124,29.63214302,24.1872139,24.12608719,24.04998779,25.07811737,25.04216766,25.8837204,24.96780396,25.89217377,24.9909668,25.59197235,26.91558838,25.29170227,25.74168205,26.08669281,28.04506493,25.26975632,25.54704285,25.61925888
21.73599625,24.46538353,23.19310379,20.80826569,22.98420143,22.30220985,22.10040855,22.54888725,22.28967094,22.34483147,21.90633392,21.53551102,22.12532806,21.746418,21.74325562,21.25093842,22.35914612,21.78528404,21.44487762,21.10965729
30.95998573,31.18867683,21.19379616,26.25634384,25.69783783,24.36564255,25.87296486,25.51713371,25.28465652,25.74507141,25.69068909,26.44660568,25.88593292,26.24692535,25.04520416,26.91684341,25.95441437,26.32608032,26.32493019,26.11306763
30.53814697,39.9356308,23.67508698,32.87892151,22.30188179,23.87506866,24.346735,24.63595581,25.88760948,25.93876648,25.95522308,27.67814636,29.98783875,27.38562775,29.20219803,30.06318283,31.52367401,30.13645554,30.52521324,29.81265068
30.3475399,31.10962677,24.78401184,29.69766045,29.19014931,27.81371689,29.90438652,28.95053864,28.57427979,28.9491024,28.49356461,29.36115837,29.73549652,29.63056183,29.1216507,29.59128189,30.1879406,28.86550522,28.83495522,29.36042213
29.95499802,38.42736053,27.59106064,33.63178635,25.09245682,24.15341759,25.29244232,25.8015976,25.60782433,25.62374115,25.7830143,26.82030678,28.48056412,27.02839661,28.21902847,28.74290085,29.3101902,27.89579773,28.05458832,27.42130661
35.19639206,37.96422195,38.94244766,45.72278976,45.97627258,48.49718094,47.11728668,49.57808685,47.20314026,47.36835098,47.87414169,48.8878479,50.54320526,48.37429047,49.16583252,47.89607239,51.18054199,48.85781479,51.29650116,50.60675049
35.45406723,42.11251068,38.06321716,36.56894302,40.47294617,39.48317337,38.42032242,40.04284668,39.66654587,39.61309814,39.22070694,39.30489349,40.54123688,39.15670395,39.84764481,37.66949081,41.98993683,39.60391998,38.34932709,39.37666321
37.02989578,36.15435028,40.07772827,43.39856339,49.81327057,50.54705811,49.89096832,51.59654236,49.47475815,49.28149796,49.76015472,49.75665665,50.62068558,48.87730789,48.29412842,47.87424469,52.56557465,49.52434921,52.27855682,52.0326767
34.83705521,39.92985535,39.55894852,38.73035431,45.93054962,44.78147888,44.05595398,45.41621399,44.95273972,44.04193497,43.26688385,42.48544693,42.22299957,41.646595,41.8985939,39.92139053,45.35463715,41.23112488,41.03144073,42.28175735
34.8414917,42.44673157,25.78863144,30.82147026,29.91871262,30.43520355,30.02741814,29.92049026,29.00009155,28.88999939,29.25219345,29.12598801,31.82814789,29.21692657,29.55523682,29.72063065,31.62619019,29.73874283,32.11481857,31.49925995
34.48788834,43.87837219,29.38099289,32.22561646,27.82185936,26.56395721,26.59980583,28.06888199,27.84830475,27.39091492,27.01947403,27.87957191,29.77492905,27.63248825,28.39130783,28.55173492,30.894104,28.83454895,29.97241783,30.3862896
35.19167709,41.8682785,29.2630043,34.87115479,33.20910263,34.33925247,34.90367889,34.72821426,33.998806,33.18886566,32.76224899,33.8252449,34.71472549,33.05622482,33.62685776,34.402668,33.8396492,33.5359726,34.61012268,34.7778244
34.7428894,40.76055145,28.07683563,33.04451752,29.88330078,30.86072159,31.61577988,31.84862518,32.3091507,32.59742737,32.56577682,33.26502609,35.02306366,33.27418137,32.9632225,34.17160034,34.89088821,35.07320023,35.40890503,34.77374268
27.4166584,35.82676697,36.05811691,28.8971386,35.00672913,34.12787628,33.81539917,35.30642319,33.22138977,33.45814133,33.72637939,33.20382309,35.30428696,33.68503952,33.15472412,31.5363121,34.56401825,31.1856575,30.02553368,30.62181282
27.84589005,31.7785244,29.03928375,28.74631691,29.6788044,29.39403152,29.00537109,29.58684158,28.90552521,29.14885521,29.03153229,28.74252701,29.71563339,29.45782089,29.75347519,28.64375305,29.9059906,29.06659698,28.31752014,28.75802612
26.72358894,34.30497742,27.55205154,27.5430088,27.56204224,27.37136459,26.33821869,27.32775116,25.86590576,26.2512207,26.7409935,26.87093735,29.42234421,26.90429115,26.88184166,25.96370316,28.94795799,25.69096565,25.34049988,26.53030396
